title,location,company,salary
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Senior Product Manager,"Pittsburgh, PA 15206 (Larimer area)",Govini,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Solutions Architect - Healthcare,"Pittsburgh, PA",Petuum,
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Advanced Data Processing,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,"$88,000 - $131,000 a year (Indeed est.)"
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
Senior Product Manager,"Pittsburgh, PA 15206 (Larimer area)",Govini,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Solutions Architect - Healthcare,"Pittsburgh, PA",Petuum,
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,"$88,000 - $131,000 a year (Indeed est.)"
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,"$88,000 - $131,000 a year (Indeed est.)"
Senior Software Engineer - Advanced Data Processing,"Pittsburgh, PA",Petuum,"$92,000 - $124,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,"$110,000 - $147,000 a year (Indeed est.)"
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,"$110,000 - $147,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Data Scientist Summer Internship 2019,"Chicago, IL",BMW Technology Corporation,
Data Support Analyst - Entry-Level - Technology Startup,"Chicago, IL",Enterprise Peak,
"Research Analyst, People Analytics","Chicago, IL 60607 (Near West Side area)",Google,
Campus: Data Scientist (Summer 2019 Start),"Chicago, IL",Optiver US,
Data Science Intern,"Chicago, IL 60603 (Loop area)",The Marketing Store,
Data Scientist,"Chicago, IL 60654 (Loop area)",Grainger,
Data Scientist,"Chicago, IL",The University of Chicago,
Junior Data Scientist,"Chicago, IL",Shipbob Inc,
Data Scientist - Versay,"Chicago, IL 60606 (Loop area)","Vail Systems, Inc.",
Research Assistant I - Full-time (Technology),"Lisle, IL",The Morton Arboretum,
Data Scientist,"Chicago, IL",The University of Chicago,
Data Scientist - Versay,"Chicago, IL 60606 (Loop area)","Vail Systems, Inc.",
Data Scientist - Artificial Intelligence,"Bolingbrook, IL 60440",Ulta Beauty,
Master Data Scientist,"Chicago, IL 60606 (Loop area)",Deloitte,
Data Scientist,"Chicago, IL",Numerator,
Data Support Analyst - Entry-Level - Technology Startup,"Chicago, IL",Enterprise Peak,
Data Scientist,"Chicago, IL",Mattersight,
Data Labeler,"Chicago, IL",DialogTech,
Data Scientist,"Chicago, IL",Capax Global LLC,
Data Scientist,"Lombard, IL 60148",eQHealth Solutions,
"Research Assistant - Think + Speak Core, Full-time","Chicago, IL 60611 (Near North Side area)",Shirley Ryan Ability Lab,
Data Scientist,"Chicago, IL 60606 (Loop area)",Crowe,
"Associate, Data, Analysis, & Reporting","Chicago, IL",Center for Financial Services Innovation (CFSI),
Decision Science Intern,"Chicago, IL 60603 (Loop area)",The Marketing Store,
Data Scientist / Quantitative Analyst,"Chicago, IL 60601 (Loop area)",S&P GLOBAL MARKET INTELLIGENCE,
Business Analyst - Entry-Level - Tech Startup,"Chicago, IL 60611 (Near North Side area)",Enterprise Peak,
Data Engineer Intern,"Chicago, IL",Integral Ad Science,
Machine Learning Summer Internship 2019,"Chicago, IL",BMW Technology Corporation,
Data Scientist (PS14657),"Chicago, IL 60654 (Loop area)","Anthem, Inc.",
Data Scientist,"Chicago, IL 60601 (Loop area)",Charles Schwab,
Senior Data Scientist,"Chicago, IL 60661 (Near West Side area)",TransUnion,
Jr. Data Scientist,"Chicago, IL","KAR Auction Services, Inc.",
Machine Learning Engineer Intern,"Chicago, IL",ServiceNow,
"Analytics Developer, Data Science and Analytics","Chicago, IL 60661 (Near West Side area)",TransUnion,
Data Scientist,"Chicago, IL 60606 (Loop area)",Numerator,
Data Scientist - Life Sciences,"Lemont, IL 60439",Argonne National Laboratory,
2019-2020 Yearlong Internship,"Chicago, IL",Chicago Transit Authority,$12 - $17 an hour
Data Scientist - Artificial Intelligence,"Bolingbrook, IL 60440",Ulta Beauty,
"Data Scientist, Social Science","Chicago, IL",Civis Analytics,
Data Scientist,"Chicago, IL 60654 (Loop area)",Groupon,
Data Scientist - Telecommunications,"Chicago, IL 60661 (Near West Side area)",TransUnion,
Data Scientist,"Chicago, IL",Maven Wave Partners,
Eicoff - Data Scientist,"Chicago, IL",Ogilvy,
Data Scientist,"Chicago, IL 60601 (Loop area)","Strata Decision Technology, L.L.C.",
Data Scientist,"Chicago, IL 60601 (Loop area)",Charles Schwab,
Data Analyst,"Chicago, IL","KAR Auction Services, Inc.",
ASSOCIATE SCIENTIST 2,"Chicago, IL",Johnson & Johnson Family of Companies,
Data Scientist Architect,"Chicago, IL 60642 (Portage Park area)",Insight,
Data Scientist,"Chicago, IL","Blue Cross Blue Shield of IL, MT, NM, OK & TX",
Pricing & Promotions Data Scientist,"Chicago, IL 60654 (Loop area)",Groupon,
"Associate, Data, Analysis, & Reporting","Chicago, IL",Center for Financial Services Innovation (CFSI),
Eicoff - Data Scientist,"Chicago, IL",Ogilvy,"$97,000 - $144,000 a year (Indeed est.)"
Research Assistant - Center for Rehabilitation Outcomes Rese...,"Chicago, IL 60611 (Near North Side area)",Shirley Ryan Ability Lab,
Data Analyst,"Chicago, IL","KAR Auction Services, Inc.",
Data Scientist,"Chicago, IL","KAR Auction Services, Inc.","$87,000 - $128,000 a year (Indeed est.)"
Data Scientist - Decision Sciences Personal Valuation team,"Chicago, IL",Epsilon,"$98,000 - $144,000 a year (Indeed est.)"
Sr Director Data Science,"Chicago, IL","Blue Cross Blue Shield of IL, MT, NM, OK & TX",
International Data Scientist,"Chicago, IL 60661 (Near West Side area)",TransUnion,"$87,000 - $129,000 a year (Indeed est.)"
Research Analyst - Entry Level,"Chicago, IL",Ipsos North America,
Insurance Data Scientist,"Chicago, IL 60661 (Near West Side area)",TransUnion,"$88,000 - $130,000 a year (Indeed est.)"
Data Scientist,"Chicago, IL",Capax Global LLC,
Data Scientist,"Chicago, IL",TM Floyd & Company,
Quantitative Finance Analyst,"Chicago, IL 60603 (Loop area)",Bank of America,
Data Science Engineer,"Chicago, IL 60606 (Loop area)",Mintel Group,
Sr Data Scientist,"Chicago, IL",Grainger,
Data Analyst,"Chicago, IL",NORC at the University of Chicago,
Environmental Scientist/Engineer Intern (Summer 2019),"Chicago, IL",Tetra Tech,
Research Analyst,"Chicago, IL","iHeartMedia, Inc.",
Data Scientist,"Chicago, IL",Maven Wave Partners,
Interdisciplinary,"Chicago, IL",US Department of the Army,"$81,701 - $105,392 a year"
Data Science Intern - Payformance Solutions,"Chicago, IL",Altarum,
Business Process Analyst,"Chicago, IL",BOEING,
Sr Data Scientist,"Chicago, IL",Grainger,
Data Scientist / Quantitative Researcher – High Frequency Fu...,"Chicago, IL 60604 (Loop area)",Wolverine Trading,
Sr. Data Scientist,"Chicago, IL","KAR Auction Services, Inc.",
Data Analyst Intern,"Northbrook, IL",UL LLC,
Machine Learning Data Scientist,"Chicago, IL 60604 (Loop area)",Wolverine Trading,
"Applied Data Scientist (Speech, Audio & Language)","Chicago, IL",Motorola Solutions,
Senior Data Scientist,"Chicago, IL",NORC at the University of Chicago,
Data Scientist Architect,"Chicago, IL","Insight Enterprises, Inc.",
Research Analyst,"Chicago, IL",National Marine Manufacturers Association,
Machine Learning Data Scientist,"Chicago, IL 60604 (Loop area)",Wolverine Trading,
Data Scientist,"Chicago, IL",Kemper,
Business Insights - Performance Analytics,"Chicago, IL",McDonald's Corporate,
Research Assistant - Center for Rehabilitation Outcomes Rese...,"Chicago, IL 60611 (Near North Side area)",Shirley Ryan Ability Lab,
Data Science Intern - Payformance Solutions,"Chicago, IL",Altarum,
Data Scientist,"Chicago, IL",Syndigo,
Healthcare Data Science Consultant,"Chicago, IL",Accenture,
Data Scientist - Highly Automated Driving,"Chicago, IL",HERE Technologies,
Data Scientist Architect,"Chicago, IL","Insight Enterprises, Inc.",
Research Analyst,"Chicago, IL",Winsight LLC,
Data Scientist / Quantitative Researcher – High Frequency Fu...,"Chicago, IL 60604 (Loop area)",Wolverine Trading,
Blood Bank MEDICAL LAB SCIENTIST,"Maywood, IL 60153",Loyola University Medical Center,
Data Scientist,"Chicago, IL",Relativity,
Sr. Data Scientist,"Chicago, IL","KAR Auction Services, Inc.",
"Analytics, Machine Learning Data Scientist - Advisor","Northbrook, IL",CVS Health,
"Sr. Associate, Data Scientist, Machine Learning","Chicago, IL 60290 (Loop area)",KPMG,
Data Scientist,"Chicago, IL 60601 (Loop area)","Strata Decision Technology, L.L.C.",
Senior Data Scientist,"Chicago, IL",Peak6,
Data Analyst,"Chicago, IL","KAR Auction Services, Inc.",
Data Scientist,"Chicago, IL",TM Floyd & Company,
Research Assistant - Center for Rehabilitation Outcomes Rese...,"Chicago, IL 60611 (Near North Side area)",Shirley Ryan Ability Lab,
Research Associate III,"Chicago, IL",Ann & Robert H. Lurie Children’s Hospital of Chica...,
Data Science Lead,"Chicago, IL",Civis Analytics,
International Data Scientist,"Chicago, IL 60661 (Near West Side area)",TransUnion,
Senior Research Consultant (Data Scientist),"Chicago, IL 60290 (Loop area)",UnitedHealth Group,
Data Scientist - Advanced Analytics,"Chicago, IL",BMO Financial Group,
Data Analytics - Statistical Analyst - Consulting Senior Sta...,"Chicago, IL 60606 (Loop area)",Crowe,
"Intern, Market Research","Chicago, IL",Edelman,$14 an hour
"Data Engineer, Python","Chicago, IL 60654 (Loop area)",Norvax LLC,
Data Scientist,"Chicago, IL",devwrx,
Engineer/Scientist R&D 2 / Analytical Organic Chemist - GC x...,"Des Plaines, IL 60017",Honeywell,
Database ETL Developer,"Chicago, IL",The University of Chicago,
"Intern, Digital Innovation","Chicago, IL",Constellation Brands,
Research Analyst,"Chicago, IL",CBRE,
Statistical Survey Analyst,"Chicago, IL",Mathematica Policy Research,
Data Scientist - Decision Sciences Personal Valuation team,"Chicago, IL",Conversant Media,
Data Scientist - Decision Sciences Personal Valuation team,"Chicago, IL",Epsilon,
"Associate Analyst, Alternative Investment Research","Chicago, IL",Northern Trust Corp.,
Machine Learning Engineer,"Chicago, IL 60290 (Loop area)",Allstate,
Data Scientist,"Burr Ridge, IL",Case New Holland Industrial,
Data Scientist,"Chicago, IL",AllianceData,
"Senior Manager, Data Science - Zoro","Chicago, IL 60654 (Loop area)",Grainger,
Senior Data Scientist,"Chicago, IL",Peak6,
Junior Quantitative Risk Analyst,"Chicago, IL 60603 (Loop area)",Akuna Capital,
Data Science Consultant (Resources),"Chicago, IL",Accenture,
